road_id,road_name,road_type,proposed_trees,species_english,species_arabic,selection_reason,estimated_cost_egp,total_length_m,eligible_length_m,excluded_length_m
KED-ROAD-02270,شارع ابو المكارم,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.18,16.19,11.99
KED-ROAD-02269,شارع ابو المكارم,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.18,16.19,11.99
KED-ROAD-02264,شارع 7,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.02,14.03,11.99
KED-ROAD-02263,شارع 7,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.02,14.03,11.99
KED-ROAD-02247,شارع الحاج مسعود خليل,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.59,16.6,11.99
KED-ROAD-02246,شارع الحاج مسعود خليل,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.59,16.6,11.99
KED-ROAD-03952,شارع السيد البحيري,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.16,17.16,11.99
KED-ROAD-00572,شارع عثمان بن عفان,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.6,16.6,12.0
KED-ROAD-00571,شارع عثمان بن عفان,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.6,16.6,12.0
KED-ROAD-05096,شارع مدرسه طلعت حرب,tertiary,2,Neem,نيم,نوع طريق رئيسي/متوسط (tertiary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1000.0,30.75,18.75,12.0
KED-ROAD-05095,شارع مدرسه طلعت حرب,tertiary,2,Neem,نيم,نوع طريق رئيسي/متوسط (tertiary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1000.0,30.75,18.75,12.0
KED-ROAD-05093,الطريق الدولي,tertiary,2,Neem,نيم,نوع طريق رئيسي/متوسط (tertiary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1000.0,34.58,22.58,11.99
KED-ROAD-05088,شارع العدوى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.85,19.86,11.99
KED-ROAD-05087,شارع العدوى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.85,19.86,11.99
KED-ROAD-00604,شارع محمد متولي الشعراوى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.34,14.35,11.99
KED-ROAD-00603,شارع محمد متولي الشعراوى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.34,14.35,11.99
KED-ROAD-00652,عطفه الشهداء,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.28,15.29,11.99
KED-ROAD-00651,عطفه الشهداء,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.28,15.29,11.99
KED-ROAD-04001,شارع البسطاويسي,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.78,16.79,11.99
KED-ROAD-03996,شارع البسطاويسي,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.8,17.81,11.99
KED-ROAD-03980,شارع السيد البحيري,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.31,15.32,11.99
KED-ROAD-02190,شارع الخطيب,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.17,15.18,11.99
KED-ROAD-02179,شارع 2,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.47,17.48,11.99
KED-ROAD-02178,شارع 2,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.47,17.48,11.99
KED-ROAD-03979,شارع السيد البحيري,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.31,15.32,11.99
KED-ROAD-00639,شارع إسماعيل شحاتة,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.73,14.74,11.99
KED-ROAD-00638,شارع إسماعيل شحاتة,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.73,14.74,11.99
KED-ROAD-00637,شارع 35,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.82,18.83,12.0
KED-ROAD-00636,شارع 35,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.82,18.83,12.0
KED-ROAD-05070,شارع حسن مرزوق,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.89,20.91,11.99
KED-ROAD-05069,شارع حسن مرزوق,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.89,20.91,11.99
KED-ROAD-00678,شارع إسماعيل شحاتة,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.87,19.88,11.99
KED-ROAD-00677,شارع إسماعيل شحاتة,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.87,19.88,11.99
KED-ROAD-00676,حارة ضياء الدين,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.63,18.64,11.99
KED-ROAD-00675,حارة ضياء الدين,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.63,18.64,11.99
KED-ROAD-00666,شارع 2,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.85,20.86,11.99
KED-ROAD-00665,شارع 2,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.85,20.86,11.99
KED-ROAD-02093,"طريق كفر الدوار, ابو المطامير",secondary,2,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1000.0,28.72,16.74,11.99
KED-ROAD-04005,شارع السيد البحيري,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.03,15.03,12.0
KED-ROAD-04002,شارع البسطاويسي,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.78,16.79,11.99
KED-ROAD-02116,"طريق كفر الدوار, ابو المطامير",secondary,2,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1000.0,33.4,21.41,11.99
KED-ROAD-02115,"طريق كفر الدوار, ابو المطامير",secondary,2,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1000.0,33.4,21.41,11.99
KED-ROAD-00658,عطفه الشهداء,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.05,18.06,11.99
KED-ROAD-00657,عطفه الشهداء,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.05,18.06,11.99
KED-ROAD-00691,شارع ابو بكر الصديق,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,26.25,14.25,12.0
KED-ROAD-00682,شارع إسماعيل شحاتة,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.61,18.62,11.99
KED-ROAD-00681,شارع إسماعيل شحاتة,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.61,18.62,11.99
KED-ROAD-00730,شارع خفاجه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.2,18.22,11.99
KED-ROAD-00729,شارع خفاجه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.2,18.22,11.99
KED-ROAD-00716,شارع محمد الصاوى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.89,15.9,11.99
KED-ROAD-00715,شارع محمد الصاوى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.89,15.9,11.99
KED-ROAD-00714,شارع التراث,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.58,18.59,12.0
KED-ROAD-00713,شارع التراث,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.58,18.59,12.0
KED-ROAD-05032,شارع ماجد,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.58,16.58,12.0
KED-ROAD-04056,شارع الاحمر,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.0,19.01,12.0
KED-ROAD-02038,شارع حامد النداف,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.3,18.31,11.99
KED-ROAD-02037,شارع حامد النداف,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.3,18.31,11.99
KED-ROAD-02050,شارع سعد رخا,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.09,15.11,11.99
KED-ROAD-02049,شارع سعد رخا,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.09,15.11,11.99
KED-ROAD-02096,"طريق كفر الدوار, ابو المطامير",secondary,2,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1000.0,30.09,18.1,11.99
KED-ROAD-02095,"طريق كفر الدوار, ابو المطامير",secondary,2,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1000.0,30.09,18.1,11.99
KED-ROAD-02094,"طريق كفر الدوار, ابو المطامير",secondary,2,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1000.0,28.72,16.74,11.99
KED-ROAD-05026,شارع مساكن المجلس,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.09,19.09,12.0
KED-ROAD-05025,شارع مساكن المجلس,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.09,19.09,12.0
KED-ROAD-05024,شارع مساكن المجلس,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.77,18.77,12.0
KED-ROAD-00766,شارع مصطفى كامل,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.19,19.2,11.99
KED-ROAD-00765,شارع مصطفى كامل,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.19,19.2,11.99
KED-ROAD-00764,عطفه جلال الدسوقي,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.31,17.32,11.99
KED-ROAD-00763,عطفه جلال الدسوقي,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.31,17.32,11.99
KED-ROAD-00758,شارع التراث,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.98,15.98,12.0
KED-ROAD-00757,شارع التراث,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.98,15.98,12.0
KED-ROAD-00756,شارع خفاجه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.98,16.0,11.99
KED-ROAD-00755,شارع خفاجه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,27.98,16.0,11.99
KED-ROAD-00788,شارع مصطفى كامل,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.77,18.78,11.99
KED-ROAD-00787,شارع مصطفى كامل,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.77,18.78,11.99
KED-ROAD-00786,شارع الجواهر,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.46,16.47,11.99
KED-ROAD-04077,شارع احمد مزروع,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.56,17.57,11.99
KED-ROAD-04076,شارع احمد مزروع,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,29.56,17.57,11.99
KED-ROAD-04057,شارع الاحمر,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.0,19.01,12.0
KED-ROAD-01979,شارع الاحمر,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.67,16.68,11.99
KED-ROAD-04111,شارع على منسى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.09,18.09,11.99
KED-ROAD-04110,شارع على منسى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.09,18.09,11.99
KED-ROAD-02012,طريق البردلة الرئيسى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.16,20.17,11.99
KED-ROAD-02011,طريق البردلة الرئيسى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.16,20.17,11.99
KED-ROAD-00785,شارع الجواهر,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.46,16.47,11.99
KED-ROAD-00784,شارع الخير,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.4,19.4,11.99
KED-ROAD-00783,شارع الخير,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,31.4,19.4,11.99
KED-ROAD-00782,عطفه جلال الدسوقي,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.08,16.1,11.99
KED-ROAD-00781,عطفه جلال الدسوقي,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.08,16.1,11.99
KED-ROAD-00776,شارع التراث,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.83,20.83,12.0
KED-ROAD-00775,شارع التراث,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.83,20.83,12.0
KED-ROAD-00774,شارع خفاجه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.78,18.79,11.99
KED-ROAD-00773,شارع خفاجه,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.78,18.79,11.99
KED-ROAD-00772,شارع ابو عجوز,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.05,20.06,11.99
KED-ROAD-00771,شارع ابو عجوز,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.05,20.06,11.99
KED-ROAD-00770,شارع الانوار,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.55,18.55,12.0
KED-ROAD-00769,شارع الانوار,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,30.55,18.55,12.0
KED-ROAD-04992,امتداد شارع الخليج الاعظم,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.24,20.25,11.99
KED-ROAD-04990,امتداد شارع الخليج الاعظم,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.41,16.42,12.0
KED-ROAD-04989,امتداد شارع الخليج الاعظم,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.41,16.42,12.0
KED-ROAD-04151,شارع الفقى,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,28.28,16.29,11.99
KED-ROAD-04142,شارع 4,residential,2,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1000.0,32.45,20.46,11.99
